0.2345,0.5392,0.2697,0.3651,0.8969,0.3975,0.5690,0.0829,0.8420
0.2345,0.5392,0.2697,0.3651,0.8996,0.3939,0.5568,0.0818,0.8388
0.2345,0.5392,0.2697,0.3651,0.8818,0.4006,0.5789,0.1007,0.8466
0.2621,0.4510,0.3146,0.3333,0.8044,0.4441,0.4680,0.2104,0.8793
0.4069,0.2647,0.4157,0.3333,0.5069,0.5911,0.5940,0.5023,0.9217
0.5310,0.1373,0.5056,0.3333,0.4181,0.6454,0.5127,0.5484,0.9271
0.6759,0.0588,0.6180,0.3333,0.2885,0.7458,0.3455,0.7025,0.9260
0.7931,0.0588,0.7079,0.3333,0.1576,0.7604,0.4134,0.7317,0.8980
0.8759,0.0588,0.7978,0.4286,0.0769,0.7061,0.3542,0.7935,0.8905
0.9586,0.0980,0.8427,0.5317,0.0651,0.5759,0.2280,0.8207,0.8229
0.5310,0.7157,0.5618,0.4524,0.9987,0.0223,0.6051,0.0000,0.1863
0.1448,0.5098,0.1461,0.1508,0.9363,0.6421,0.4652,0.0824,0.9075
0.3172,0.3137,0.2360,0.2143,0.7163,0.7008,0.6098,0.3321,0.9341
0.3724,0.2353,0.3258,0.4048,0.6048,0.7471,0.6115,0.4984,0.8812
0.4828,0.1471,0.4157,0.6111,0.4850,0.7684,0.5503,0.6247,0.7241
0.5310,0.1078,0.5056,0.7222,0.3558,0.8126,0.5121,0.7095,0.6031
0.5931,0.0686,0.7640,0.7540,0.2779,0.7359,0.2729,0.7823,0.5651
0.7931,0.0686,0.8652,0.7857,0.1690,0.6667,0.1711,0.8742,0.5946
0.8828,0.0686,0.9101,0.8175,0.1372,0.5395,0.0877,0.9399,0.6038
0.8828,0.1863,0.8652,0.8492,0.2271,0.3210,0.1124,0.8440,0.5297
0.1517,1.0000,0.7191,0.8810,1.0000,0.1081,0.7942,0.4070,0.0288
0.1448,0.4314,0.3146,0.3175,0.8568,0.6368,0.6038,0.2899,0.8777
0.3379,0.2353,0.4045,0.5079,0.6916,0.6832,0.5444,0.5220,0.8309
0.4276,0.1569,0.4494,0.5714,0.5446,0.7559,0.5527,0.6140,0.7842
0.4828,0.0784,0.4944,0.7540,0.4313,0.7963,0.5165,0.6629,0.6008
0.5034,0.0784,0.6180,0.8492,0.3879,0.7561,0.3586,0.7470,0.4988
0.5586,0.0784,0.9213,0.8810,0.3628,0.5573,0.0910,0.8880,0.4951
0.6828,0.1176,0.9213,0.8810,0.3036,0.4391,0.0636,0.8936,0.5047
0.6000,0.2451,0.9213,0.8810,0.4629,0.1519,0.1030,0.7584,0.4851
0.0828,0.8137,0.8764,0.8810,0.9617,0.0454,0.6587,0.5148,0.0000
0.1103,0.9314,0.7416,0.8095,0.9895,0.3370,0.8101,0.4158,0.0908
0.1379,0.4118,0.2809,0.2063,0.9047,0.7248,0.5303,0.1879,0.8541
0.4000,0.1863,0.2360,0.1746,0.6685,0.8233,0.7205,0.2909,0.9526
0.5034,0.1078,0.2360,0.3333,0.5703,0.8070,0.5993,0.5291,0.8908
0.5931,0.0686,0.3258,0.5635,0.4650,0.8247,0.5821,0.6210,0.7637
0.6828,0.1078,0.3258,0.6349,0.4311,0.6940,0.5293,0.6540,0.7316
0.7379,0.2255,0.3258,0.7540,0.4287,0.5148,0.4975,0.6540,0.6660
0.7103,0.3725,0.3258,0.7222,0.5856,0.2564,0.4717,0.4295,0.6883
0.6483,0.4902,0.3258,0.4206,0.8957,0.1853,0.4474,0.0248,0.7245
0.3586,0.3039,0.1910,0.1825,0.7311,0.7428,0.6044,0.2828,0.9470
0.5034,0.1471,0.2360,0.2857,0.5644,0.8036,0.6308,0.4913,0.9272
0.6483,0.1078,0.2809,0.5159,0.4205,0.8187,0.6614,0.5730,0.7981
0.7034,0.1863,0.2809,0.5476,0.4886,0.6148,0.4945,0.5524,0.8098
0.7103,0.3137,0.2360,0.5476,0.5528,0.4436,0.5009,0.4648,0.8309
0.6483,0.4020,0.1910,0.5476,0.7099,0.3919,0.5227,0.2983,0.8164
0.4690,0.5196,0.1461,0.5159,0.8728,0.3956,0.5187,0.1140,0.7755
0.3448,0.3137,0.1910,0.2857,0.6866,0.7288,0.6412,0.3968,0.9167
0.4552,0.1961,0.2360,0.4127,0.6166,0.7508,0.5705,0.4849,0.8915
0.5862,0.1176,0.2809,0.5079,0.4745,0.7955,0.5998,0.5685,0.8322
0.6966,0.1569,0.2809,0.5079,0.4416,0.7246,0.5987,0.5750,0.8685
0.6414,0.3333,0.1910,0.5079,0.6018,0.5332,0.5576,0.4330,0.9092
0.5862,0.4020,0.0449,0.1508,0.8124,0.5520,0.4830,0.0846,0.9787
0.4414,0.4902,0.0449,0.1508,0.9006,0.5730,0.4339,0.0366,0.9682
0.3862,0.4902,0.0449,0.1508,0.8983,0.6265,0.4565,0.0561,0.9700
0.3586,0.4118,0.0449,0.1190,0.7645,0.7401,0.6928,0.2143,0.9944
0.3586,0.4118,0.0899,0.1190,0.8507,0.6857,0.4731,0.0855,0.9719
0.3586,0.4118,0.0899,0.1190,0.8705,0.6824,0.4760,0.0819,0.9421
0.3586,0.3529,0.1348,0.1190,0.7775,0.7136,0.5146,0.1658,0.9917
0.5034,0.1961,0.1348,0.1190,0.6111,0.8032,0.5687,0.3045,0.9817
0.6759,0.0784,0.2697,0.1508,0.3863,0.8687,0.6080,0.4568,0.9237
0.8345,0.0392,0.5056,0.2460,0.1665,0.8267,0.5286,0.6286,0.9912
0.9448,0.0392,0.7978,0.4127,0.1075,0.6873,0.2563,0.7585,0.8662
0.9724,0.0392,0.8427,0.5397,0.0443,0.6452,0.2536,0.8038,0.8365
1.0000,0.0784,0.8876,0.5794,0.0367,0.5791,0.1389,0.8598,0.8574
0.3241,0.3137,0.1573,0.1190,0.7824,0.8067,0.5594,0.1593,0.9349
0.4414,0.1961,0.2472,0.2540,0.6041,0.8222,0.6136,0.4409,0.9274
0.5379,0.0784,0.4270,0.6349,0.4127,0.8611,0.5423,0.6681,0.6728
0.6276,0.0392,0.7079,0.7619,0.2618,0.8259,0.2906,0.8294,0.5869
0.7655,0.0000,0.8427,0.8254,0.1636,0.7202,0.1593,0.8472,0.6444
0.9034,0.0000,0.8876,0.8571,0.1168,0.5855,0.1209,0.9018,0.5883
0.2345,0.4608,0.2360,0.2222,0.8292,0.6886,0.5540,0.1835,0.8984
0.4345,0.1765,0.3258,0.3016,0.5781,0.8093,0.6119,0.5368,0.8878
0.4621,0.1373,0.3708,0.5794,0.4658,0.8375,0.6715,0.6264,0.7360
0.5034,0.0588,0.4607,0.7619,0.3934,0.8550,0.5138,0.7110,0.5547
0.4966,0.0588,0.7528,0.8571,0.3521,0.7819,0.2573,0.8344,0.4944
0.5586,0.0588,0.8876,0.8571,0.2975,0.6843,0.1526,0.8652,0.5141
0.6138,0.1765,0.8876,0.8889,0.3450,0.4243,0.1147,0.8569,0.5227
0.5310,0.2941,0.8876,0.8889,0.5823,0.0840,0.1408,0.7096,0.4093
0.2069,0.4902,0.1798,0.1984,0.9529,0.6699,0.4490,0.1452,0.7573
0.3793,0.3039,0.1798,0.1349,0.6870,0.7983,0.6556,0.2715,0.9670
0.5310,0.1471,0.1236,0.1032,0.6029,0.9260,0.6615,0.2911,0.9956
0.5862,0.0980,0.2135,0.4524,0.3947,0.9621,0.7430,0.5683,0.8355
0.6138,0.0588,0.2584,0.6349,0.4137,0.8708,0.5947,0.6384,0.6848
0.5586,0.2255,0.3483,0.8651,0.5262,0.6509,0.4595,0.6935,0.5271
0.3586,0.4020,0.3933,0.8651,0.7214,0.3561,0.4034,0.5249,0.5185
0.2759,0.5294,0.3933,0.7381,0.7653,0.3508,0.5323,0.3416,0.6283
0.2759,0.5686,0.3034,0.4841,0.9118,0.3884,0.4834,0.1146,0.7371
0.2759,0.5686,0.2135,0.3175,0.9354,0.4728,0.4970,0.0564,0.8649
0.2759,0.4902,0.0674,0.1905,0.8744,0.6873,0.5515,0.0857,0.9174
0.3931,0.2745,0.1573,0.1587,0.6758,0.7938,0.6209,0.3415,0.9573
0.5034,0.1569,0.2022,0.3968,0.4458,0.8912,0.8341,0.5330,0.8383
0.5586,0.1667,0.2472,0.4921,0.4304,0.8262,0.7079,0.6039,0.8215
0.5586,0.2451,0.2472,0.5238,0.5017,0.6859,0.6185,0.5781,0.8200
0.4966,0.4020,0.2472,0.5556,0.6368,0.4944,0.5553,0.4446,0.8315
0.3862,0.4804,0.2022,0.3968,0.7962,0.4992,0.5080,0.2380,0.8767
0.3310,0.4804,0.1573,0.2619,0.8748,0.5697,0.4989,0.1381,0.8801
0.4138,0.2745,0.0674,0.1349,0.6802,0.7663,0.6134,0.2766,0.9926
0.5310,0.1471,0.2022,0.1984,0.4524,0.8853,0.6931,0.4602,0.9393
0.6138,0.0686,0.3371,0.4365,0.2927,0.9093,0.6265,0.6792,0.8028
0.6690,0.0294,0.5169,0.6905,0.2631,0.8907,0.4619,0.7432,0.6154
0.6966,0.0686,0.7528,0.7857,0.1809,0.7461,0.2863,0.8775,0.6507
0.6966,0.1569,0.7528,0.8175,0.2875,0.4810,0.1748,0.8504,0.5629
0.5862,0.4118,0.6629,0.8810,0.5699,0.0143,0.2650,0.5904,0.4446
0.2138,0.3824,0.3371,0.4365,0.7710,0.6358,0.5248,0.4675,0.8465
0.3241,0.2353,0.4270,0.6032,0.6103,0.7204,0.5438,0.5911,0.6882
0.3793,0.1569,0.5730,0.8175,0.4323,0.8235,0.3488,0.8127,0.5471
0.3793,0.1176,0.8652,0.8810,0.3873,0.6950,0.1754,0.8332,0.4776
0.5655,0.0784,0.9101,0.8810,0.2447,0.7162,0.1639,0.8772,0.5800
0.6897,0.1961,0.9101,0.8492,0.2528,0.4780,0.1334,0.8671,0.5889
0.0345,0.6078,0.1910,0.1984,0.9611,0.5901,0.5223,0.1707,0.9031
0.2414,0.3039,0.2809,0.2619,0.6661,0.7197,0.6799,0.4819,0.8927
0.3517,0.2157,0.3708,0.3889,0.5157,0.7690,0.6624,0.6678,0.8798
0.4621,0.1373,0.5730,0.5556,0.3665,0.8194,0.5608,0.7548,0.7368
0.5034,0.0980,0.7528,0.6349,0.3029,0.8111,0.3446,0.8345,0.6928
0.6207,0.0588,0.8427,0.6984,0.2541,0.7813,0.1684,0.8835,0.6309
0.8759,0.0588,0.8876,0.6667,0.0847,0.7097,0.1523,0.9066,0.8106
0.9655,0.0588,0.9326,0.6667,0.0407,0.5746,0.0748,0.9392,0.7814
0.0552,0.5490,0.3708,0.5000,0.8868,0.5512,0.5881,0.3899,0.8126
0.3241,0.2353,0.3258,0.1667,0.6395,0.8095,0.6719,0.4480,0.9786
0.5034,0.1078,0.1910,0.1349,0.4528,0.9301,0.6125,0.5495,0.9636
0.5862,0.0686,0.3820,0.6111,0.3004,0.9248,0.6699,0.7453,0.7148
0.5517,0.0686,0.5730,0.8651,0.2715,0.8013,0.4769,0.8316,0.4985
0.3862,0.2745,0.7079,0.8968,0.5008,0.3848,0.2704,0.7700,0.5214
0.2207,0.6667,0.6180,0.8333,0.9734,0.0449,0.4565,0.3212,0.2537
0.0000,0.5392,0.1798,0.1905,0.9608,0.5773,0.4613,0.1682,0.9034
0.3034,0.2745,0.2697,0.1905,0.5808,0.7769,0.8211,0.4683,0.9065
0.4690,0.1176,0.4045,0.4921,0.3608,0.8857,0.7927,0.7493,0.7836
0.5034,0.0784,0.4944,0.6667,0.2937,0.9072,0.5933,0.7910,0.6290
0.5586,0.0784,0.5730,0.7302,0.2762,0.8941,0.4684,0.8340,0.6110
0.5862,0.0392,0.8202,0.7619,0.2593,0.8088,0.2129,0.9102,0.5680
0.6414,0.1176,0.8652,0.7937,0.2891,0.6200,0.1452,0.8720,0.5796
0.6414,0.1961,0.8652,0.7937,0.3144,0.3744,0.0861,0.8631,0.6285
0.5310,0.4020,0.8202,0.7619,0.4999,0.0134,0.1361,0.6246,0.6421
0.2483,0.4412,0.1798,0.2063,0.7372,0.6596,0.6517,0.2828,0.9249
0.3931,0.2255,0.2697,0.2063,0.5896,0.7741,0.6081,0.4345,0.9640
0.6276,0.0686,0.7191,0.8254,0.2529,0.8509,0.2673,0.9000,0.5909
0.6828,0.1078,0.9101,0.8254,0.1955,0.6880,0.1115,0.9109,0.6966
0.8897,0.1078,0.9551,0.7302,0.0905,0.5647,0.0861,0.9407,0.7453
0.9172,0.1078,0.9101,0.5794,0.0818,0.6953,0.2381,0.8670,0.8481
0.8345,0.1078,0.1798,0.0873,0.3905,0.8865,0.5441,0.4854,0.9922
0.4276,0.3725,0.3258,0.3333,0.6610,0.6024,0.5037,0.5037,0.9324
0.2345,0.5294,0.1798,0.1667,0.9004,0.5642,0.5302,0.2134,0.9265
0.0345,0.7843,0.7978,0.7460,0.9703,0.0214,0.3032,0.4650,0.2284
0.2966,0.2745,0.9326,0.8095,0.4102,0.5573,0.1033,0.7442,0.4622
0.7862,0.1471,0.9326,0.7381,0.1419,0.6111,0.1253,0.8123,0.7300
0.8759,0.2647,0.8876,0.5238,0.3423,0.1897,0.0446,0.6236,0.7159
0.8483,0.3529,0.4719,0.2460,0.5068,0.2941,0.3092,0.2822,0.8528
0.7793,0.3039,0.1910,0.1508,0.5056,0.7091,0.5285,0.2966,0.9714
0.6897,0.1373,0.0112,0.0556,0.4977,0.9948,0.5101,0.2796,0.9987
0.4345,0.3431,0.1011,0.0556,0.7735,0.7230,0.5491,0.2159,0.9868
0.4690,0.0882,0.8764,0.7857,0.2986,0.8092,0.1376,0.6916,0.5810
0.8483,0.0490,0.9213,0.6905,0.0950,0.7492,0.1165,0.8089,0.7358
0.6483,0.2059,0.0674,0.0238,0.5867,0.8809,0.5588,0.2953,0.9985
0.2897,0.6176,0.1124,0.0873,0.9587,0.4992,0.4809,0.0421,0.9535
0.0414,0.6176,0.7640,0.7619,0.9443,0.0470,0.2275,0.3936,0.2822
0.3379,0.4412,0.8090,0.7937,0.7099,0.0428,0.2090,0.4828,0.3362
0.5586,0.3725,0.6517,0.6190,0.4608,0.1788,0.2665,0.4458,0.6546
0.8207,0.1569,0.7416,0.5873,0.1339,0.4585,0.2125,0.6733,0.7693
0.6690,0.1569,0.7865,0.7619,0.3278,0.5065,0.1165,0.7833,0.4864
0.2966,0.2745,0.8764,0.8254,0.5628,0.4535,0.1635,0.6808,0.4197
0.2138,0.3137,0.7865,0.6905,0.6596,0.5439,0.3240,0.5595,0.6090
0.2966,0.3627,0.1348,0.0794,0.8522,0.6587,0.3909,0.1070,0.9300
0.5034,0.1765,0.0449,0.0476,0.6053,0.9210,0.6298,0.2903,0.9935
0.5034,0.1373,0.2697,0.4603,0.4482,0.8866,0.6729,0.6033,0.8094
0.5034,0.1373,0.4045,0.7698,0.3884,0.8991,0.5812,0.6922,0.5017
0.4897,0.0980,0.8764,0.8651,0.3324,0.7174,0.1384,0.8947,0.5200
0.8345,0.0980,0.9213,0.6984,0.1399,0.6251,0.1375,0.8508,0.7824
0.8897,0.0588,0.9213,0.6984,0.0704,0.7755,0.2047,0.8962,0.7805
0.8069,0.0588,0.8315,0.5238,0.2189,0.8066,0.1661,0.8612,0.8009
0.6966,0.1471,0.1348,0.0794,0.4803,0.8981,0.5725,0.4311,0.9937
0.3793,0.4804,0.2360,0.1429,0.7413,0.5502,0.5641,0.3169,0.9759
0.1034,0.5196,0.8090,0.7937,0.6600,0.1834,0.1445,0.6185,0.4284
0.4897,0.2647,0.8539,0.7937,0.3257,0.4236,0.1413,0.7378,0.6130
0.6966,0.1863,0.8539,0.6190,0.2038,0.5738,0.1671,0.7841,0.7509
0.4621,0.2353,0.8539,0.7381,0.4095,0.4849,0.2473,0.7012,0.5696
0.4897,0.3137,0.5618,0.4683,0.5237,0.4854,0.4831,0.4553,0.8021
0.4966,0.3627,0.2809,0.1667,0.6999,0.5071,0.4880,0.2095,0.9239
0.0966,0.4804,0.1798,0.0952,0.8460,0.7557,0.5525,0.1662,0.9205
0.4276,0.1961,0.0899,0.0952,0.5762,0.9234,0.7094,0.3241,0.9908
0.4552,0.1569,0.2809,0.4603,0.4413,0.9188,0.6833,0.6309,0.7987
0.4552,0.1569,0.5056,0.7698,0.4318,0.8396,0.4665,0.7691,0.4976
0.4828,0.1569,0.8764,0.8413,0.3451,0.6256,0.1360,0.8394,0.5329
0.8069,0.1569,0.9213,0.5794,0.1553,0.6422,0.1941,0.8134,0.8070
0.8621,0.0784,0.7753,0.3413,0.2036,0.7824,0.2039,0.7586,0.9248
0.7724,0.1275,0.1011,0.0397,0.4730,0.9564,0.5213,0.3984,0.9934
0.4621,0.3627,0.1011,0.0397,0.7545,0.6816,0.4831,0.3063,0.9948
0.1034,0.8235,0.4270,0.7222,0.9665,0.3547,0.5013,0.3600,0.3937
0.1034,0.4216,0.7978,0.7857,0.7122,0.2527,0.2139,0.5646,0.4525
0.4069,0.5490,0.4607,0.5556,0.7015,0.0450,0.3265,0.2108,0.6265
0.6828,0.1471,0.7978,0.7619,0.2172,0.4850,0.1263,0.7860,0.6186
0.7862,0.0196,0.8427,0.8254,0.1133,0.6858,0.1579,0.8316,0.5928
0.9379,0.0196,0.7978,0.4524,0.1166,0.7361,0.2388,0.7384,0.7754
